Date,Close
3/23/2016,36.9
3/24/2016,36.77
3/28/2016,36.68
3/29/2016,37.24
3/30/2016,37.53
3/31/2016,37.25
4/1/2016,37.5
4/4/2016,37.26
4/5/2016,36.89
4/6/2016,37.28
4/7/2016,37.01
4/8/2016,36.96
4/11/2016,36.81
4/12/2016,37.15
4/13/2016,37.59
4/14/2016,37.66
4/15/2016,37.95
4/18/2016,38.33
4/19/2016,37.7
4/20/2016,37.63
4/21/2016,37.96
4/22/2016,35.94
4/25/2016,36.16
4/26/2016,35.41
4/27/2016,35.29
4/28/2016,34.55
4/29/2016,34.65
5/2/2016,34.91
5/3/2016,34.62
5/4/2016,34.78
5/5/2016,35.07
5/6/2016,35.56
5/9/2016,35.65
5/10/2016,36.16
5/11/2016,35.76
5/12/2016,35.67
5/13/2016,35.54
5/16/2016,35.82
5/17/2016,35.31
5/18/2016,35.33
5/19/2016,35.02
5/20/2016,35.49
5/23/2016,35.21
5/24/2016,36
5/25/2016,36.26
5/26/2016,36.21
5/27/2016,36.63
5/31/2016,36.79
6/1/2016,36.71
6/2/2016,36.52
6/3/2016,36.12
6/6/2016,35.83
6/7/2016,35.83
6/8/2016,36.41
6/9/2016,36.43
6/10/2016,35.97
6/13/2016,35.92
6/14/2016,35.91
6/15/2016,35.95
6/16/2016,35.52
6/17/2016,34.59
6/20/2016,34.69
6/21/2016,34.8
6/22/2016,34.87
6/23/2016,35.09
6/24/2016,33.76
6/27/2016,33.41
6/28/2016,34
6/29/2016,34.21
6/30/2016,34.6
7/1/2016,34.96
7/5/2016,34.72
7/6/2016,34.89
7/7/2016,34.77
7/8/2016,35.28
7/11/2016,35.75
7/12/2016,36.03
7/13/2016,35.85
7/14/2016,36.05
7/15/2016,35.99
7/18/2016,36.69
7/19/2016,36.85
7/20/2016,37.06
7/21/2016,36.93
7/22/2016,37.14
7/25/2016,36.99
7/26/2016,36.92
7/27/2016,37.09
7/28/2016,37.3
7/29/2016,38.44
8/1/2016,38.64
8/2/2016,38.55
8/3/2016,38.66
8/4/2016,38.58
8/5/2016,39.11
8/8/2016,39.09
8/9/2016,39.21
8/10/2016,39.23
8/11/2016,39.24
8/12/2016,39.16
8/15/2016,39.12
8/16/2016,38.86
8/17/2016,39
8/18/2016,38.88
8/19/2016,38.77
8/22/2016,38.61
8/23/2016,38.6
8/24/2016,38.48
8/25/2016,38.47
8/26/2016,38.48
8/29/2016,38.61
8/30/2016,38.45
8/31/2016,38.35
9/1/2016,38.44
9/2/2016,38.57
9/6/2016,39
9/7/2016,39.02
9/8/2016,38.77
9/9/2016,37.98
9/12/2016,38.45
9/13/2016,37.98
9/14/2016,38.12
9/15/2016,38.59
9/16/2016,38.44
9/19/2016,38.28
9/20/2016,38.57
9/21/2016,38.81
9/22/2016,39.36
9/23/2016,39.35
9/26/2016,38.71
9/27/2016,39.15
9/28/2016,39.08
9/29/2016,38.75
9/30/2016,38.86
10/3/2016,38.63
10/4/2016,38.82
10/5/2016,38.82
10/6/2016,38.84
10/7/2016,38.75
10/10/2016,39.3
10/11/2016,39.15
10/12/2016,39.31
10/13/2016,38.91
10/14/2016,38.93
10/17/2016,39
10/18/2016,39.76
10/19/2016,40.08
10/20/2016,39.85
10/21/2016,39.97
10/24/2016,40.66
10/25/2016,40.38
10/26/2016,39.95
10/27/2016,39.77
10/28/2016,39.77
10/31/2016,39.23
11/1/2016,39.18
11/2/2016,38.44
11/3/2016,38.11
11/4/2016,38.1
11/7/2016,39.13
11/8/2016,39.53
11/9/2016,39.27
11/10/2016,38.13
11/11/2016,37.7
11/14/2016,36.8
11/15/2016,37.92
11/16/2016,38.22
11/17/2016,38.56
11/18/2016,38.03
11/21/2016,38.46
11/22/2016,38.41
11/23/2016,38.05
11/25/2016,38.08
11/28/2016,38.41
11/29/2016,38.54
11/30/2016,37.9
12/1/2016,37.4
12/2/2016,37.53
12/5/2016,38.13
12/6/2016,37.96
12/7/2016,38.56
12/8/2016,38.82
12/9/2016,39.46
12/12/2016,39.46
12/13/2016,39.81
12/14/2016,39.85
12/15/2016,39.89
12/16/2016,39.54
12/19/2016,39.71
12/20/2016,39.82
12/21/2016,39.73
12/22/2016,39.56
12/23/2016,39.5
12/27/2016,39.58
12/28/2016,39.25
12/29/2016,39.14
12/30/2016,38.59
1/3/2017,39.31
1/4/2017,39.35
1/5/2017,39.7
1/6/2017,40.31
1/9/2017,40.33
1/10/2017,40.24
1/11/2017,40.4
1/12/2017,40.32
1/13/2017,40.39
1/17/2017,40.23
1/18/2017,40.3
1/19/2017,40.11
1/20/2017,40.25
1/23/2017,40.97
1/24/2017,41.19
1/25/2017,41.78
1/26/2017,41.61
1/27/2017,41.17
1/30/2017,40.12
1/31/2017,39.84
2/1/2017,39.78
2/2/2017,39.93
2/3/2017,40.07
2/6/2017,40.07
2/7/2017,40.35
2/8/2017,40.42
2/9/2017,40.48
2/10/2017,40.68
2/13/2017,40.96
2/14/2017,41.02
2/15/2017,40.95
2/16/2017,41.21
2/17/2017,41.4
2/21/2017,41.58
2/22/2017,41.54
2/23/2017,41.57
2/24/2017,41.43
2/27/2017,41.46
2/28/2017,41.16
3/1/2017,41.76
3/2/2017,41.53
3/3/2017,41.45
3/6/2017,41.39
3/7/2017,41.6
3/8/2017,41.77
3/9/2017,41.93
3/10/2017,42.16
3/13/2017,42.28
3/14/2017,42.28
3/15/2017,42.36
3/16/2017,42.44
3/17/2017,42.61
3/20/2017,42.42
3/21/2017,41.52
3/22/2017,41.48
3/23/2017,40.88
3/24/2017,40.72
3/27/2017,40.98
3/28/2017,41.05
3/29/2017,41.57
3/30/2017,41.58
3/31/2017,41.48
4/3/2017,41.93
4/4/2017,41.73
4/5/2017,41.57
4/6/2017,41.39
4/7/2017,41.23
4/10/2017,41.24
4/11/2017,41.17
4/12/2017,41.22
4/13/2017,41.18
4/17/2017,41.86
4/18/2017,41.84
4/19/2017,41.91
4/20/2017,42.08
4/21/2017,42.16
4/24/2017,43.14
4/25/2017,43.62
4/26/2017,43.59
4/27/2017,43.71
4/28/2017,45.3
5/1/2017,45.63
5/2/2017,45.82
5/3/2017,46.35
5/4/2017,46.58
5/5/2017,46.36
5/8/2017,46.72
5/9/2017,46.61
5/10/2017,46.44
5/11/2017,46.53
5/12/2017,46.61
5/15/2017,46.85
5/16/2017,47.15
5/17/2017,45.98
5/18/2017,46.51
5/19/2017,46.7
5/22/2017,47.09
5/23/2017,47.44
5/24/2017,47.75
5/25/2017,48.48
5/26/2017,48.57
5/30/2017,48.79
5/31/2017,48.24
6/1/2017,48.35
6/2/2017,48.78
6/5/2017,49.18
6/6/2017,48.83
6/7/2017,49.05
6/8/2017,49.17
6/9/2017,47.49
6/12/2017,47.15
6/13/2017,47.67
6/14/2017,47.54
6/15/2017,47.12
6/16/2017,46.99
6/19/2017,47.87
6/20/2017,47.53
6/21/2017,47.97
6/22/2017,47.85
6/23/2017,48.28
6/26/2017,47.61
6/27/2017,46.37
6/28/2017,47.02
6/29/2017,45.89
6/30/2017,45.44
7/3/2017,44.94
7/5/2017,45.59
7/6/2017,45.33
7/7/2017,45.93
7/10/2017,46.44
7/11/2017,46.5
7/12/2017,47.19
7/13/2017,47.36
7/14/2017,47.8
7/17/2017,47.67
7/18/2017,48.27
7/19/2017,48.54
7/20/2017,48.41
7/21/2017,48.65
7/24/2017,49.02
7/25/2017,47.54
7/26/2017,47.39
7/27/2017,46.7
7/28/2017,47.08
7/31/2017,46.53
8/1/2017,46.54
8/2/2017,46.52
8/3/2017,46.18
8/4/2017,46.4
8/7/2017,46.47
8/8/2017,46.34
8/9/2017,46.15
8/10/2017,45.36
8/11/2017,45.72
8/14/2017,46.13
8/15/2017,46.11
8/16/2017,46.35
8/17/2017,45.55
8/18/2017,45.53
8/21/2017,45.33
8/22/2017,46.23
8/23/2017,46.35
8/24/2017,46.06
8/25/2017,45.79
8/28/2017,45.69
8/29/2017,46.06
8/30/2017,46.48
8/31/2017,46.97
9/1/2017,46.87
9/5/2017,46.42
9/6/2017,46.39
9/7/2017,46.8
9/8/2017,46.33
9/11/2017,46.45
9/12/2017,46.6
9/13/2017,46.75
9/14/2017,46.26
9/15/2017,46.01
9/18/2017,45.75
9/19/2017,46.09
9/20/2017,46.58
9/21/2017,46.62
9/22/2017,46.43
9/25/2017,46.05
9/26/2017,46.24
9/27/2017,47.22
9/28/2017,47.48
9/29/2017,47.96
10/2/2017,47.66
10/3/2017,47.89
10/4/2017,47.58
10/5/2017,48.5
10/6/2017,48.94
10/9/2017,48.85
10/10/2017,48.63
10/11/2017,49.46
10/12/2017,49.39
10/13/2017,49.48
10/16/2017,49.6
10/17/2017,49.61
10/18/2017,49.64
10/19/2017,49.22
10/20/2017,49.41
10/23/2017,48.42
10/24/2017,48.53
10/25/2017,48.67
10/26/2017,48.63
10/27/2017,50.96
10/30/2017,50.86
10/31/2017,50.83
11/1/2017,51.28
11/2/2017,51.28
11/3/2017,51.62
11/6/2017,51.3
11/7/2017,51.67
11/8/2017,51.99
11/9/2017,51.56
11/10/2017,51.4
11/13/2017,51.29
11/14/2017,51.3
11/15/2017,51.05
11/16/2017,51.63
11/17/2017,50.95
11/20/2017,50.92
11/21/2017,51.72
11/22/2017,51.8
11/24/2017,52.03
11/27/2017,52.71
11/28/2017,52.37
11/29/2017,51.08
11/30/2017,51.07
12/1/2017,50.51
12/4/2017,49.93
12/5/2017,50.26
12/6/2017,50.92
12/7/2017,51.55
12/8/2017,51.85
12/11/2017,52.06
12/12/2017,52.02
12/13/2017,52.03
12/14/2017,52.46
12/15/2017,53.21
12/18/2017,53.86
12/19/2017,53.53
12/20/2017,53.25
12/21/2017,53.18
12/22/2017,53.01
12/26/2017,52.84
12/27/2017,52.47
12/28/2017,52.41
12/29/2017,52.32
1/2/2018,53.25
1/3/2018,54.12
1/4/2018,54.32
1/5/2018,55.11
1/8/2018,55.35
1/9/2018,55.31
1/10/2018,55.13
1/11/2018,55.28
1/12/2018,56.11
1/16/2018,56.09
1/17/2018,56.6
1/18/2018,56.49
1/19/2018,56.88
1/22/2018,57.79
1/23/2018,58.5
1/24/2018,58.21
1/25/2018,58.52
1/26/2018,58.79
1/29/2018,58.78
1/30/2018,58.18
1/31/2018,58.5
2/1/2018,58.39
2/2/2018,55.6
2/5/2018,52.79
2/6/2018,54.03
2/7/2018,52.43
2/8/2018,50.08
2/9/2018,51.89
2/12/2018,52.6
2/13/2018,52.61
2/14/2018,53.49
2/15/2018,54.48
2/16/2018,54.74
2/20/2018,55.12
2/21/2018,55.57
2/22/2018,55.33
2/23/2018,56.34
2/26/2018,57.19
2/27/2018,55.91
2/28/2018,55.24
3/1/2018,53.48
3/2/2018,53.95
3/5/2018,54.55
3/6/2018,54.75
3/7/2018,55.48
3/8/2018,56.3
3/9/2018,58
3/12/2018,58.23
3/13/2018,56.91
3/14/2018,57.47
3/15/2018,57.48
3/16/2018,56.79
3/19/2018,54.99
3/20/2018,54.89
3/21/2018,54.54
3/22/2018,52.45
3/23/2018,51.08
3/26/2018,52.66
3/27/2018,50.26
3/28/2018,50.23
3/29/2018,51.59
4/2/2018,50.32
4/3/2018,50.67
4/4/2018,51.26
4/5/2018,51.39
4/6/2018,50.35
4/9/2018,50.77
4/10/2018,51.58
4/11/2018,51
4/12/2018,51.63
4/13/2018,51.46
4/16/2018,51.9
4/17/2018,53.71
4/18/2018,53.6
4/19/2018,54.39
4/20/2018,53.65
4/23/2018,53.37
4/24/2018,51
4/25/2018,51.06
4/26/2018,52
4/27/2018,51.5
4/30/2018,50.87
5/1/2018,51.87
5/2/2018,51.22
5/3/2018,51.19
5/4/2018,52.41
5/7/2018,52.74
5/8/2018,52.7
5/9/2018,54.14
5/10/2018,54.88
5/11/2018,54.91
5/14/2018,55.01
5/15/2018,53.96
5/16/2018,54.09
5/17/2018,53.93
5/18/2018,53.32
5/21/2018,53.98
5/22/2018,53.49
5/23/2018,53.98
5/24/2018,53.96
5/25/2018,53.78
5/29/2018,53.02
5/30/2018,53.39
5/31/2018,54.25
6/1/2018,55.98
6/4/2018,56.96
6/5/2018,56.98
6/6/2018,56.84
6/7/2018,56.19
6/8/2018,56.04
6/11/2018,56.5
6/12/2018,56.97
6/13/2018,56.74
6/14/2018,57.61
6/15/2018,57.61
6/18/2018,58.67
6/19/2018,58.4
6/20/2018,58.49
6/21/2018,57.88
6/22/2018,57.77
6/25/2018,56.24
6/26/2018,55.92
6/27/2018,55.2
6/28/2018,55.71
6/29/2018,55.78
7/2/2018,56.37
7/3/2018,55.14
7/5/2018,56.21
7/6/2018,57.01
7/9/2018,57.7
7/10/2018,57.64
7/11/2018,57.7
7/12/2018,59.17
7/13/2018,59.44
7/16/2018,59.19
7/17/2018,59.94
7/18/2018,59.79
7/19/2018,59.35
7/20/2018,59.25
7/23/2018,60.28
7/24/2018,62.4
7/25/2018,63.19
7/26/2018,63.42
7/27/2018,61.93
7/30/2018,60.99
7/31/2018,60.86
8/1/2018,61
8/2/2018,61.31
8/3/2018,61.19
8/6/2018,61.24
8/7/2018,62.11
8/8/2018,62.28
8/9/2018,62.46
8/10/2018,61.88
8/13/2018,61.75
8/14/2018,62.11
8/15/2018,60.72
8/16/2018,60.32
8/17/2018,60.05
8/20/2018,60.39
8/21/2018,60.08
8/22/2018,60.37
8/23/2018,60.27
8/24/2018,61.03
8/27/2018,62.09
8/28/2018,61.56
8/29/2018,62.47
8/30/2018,61.96
8/31/2018,60.91
9/4/2018,59.85
9/5/2018,59.32
9/6/2018,58.57
9/7/2018,58.24
9/10/2018,58.23
9/11/2018,58.87
9/12/2018,58.14
9/13/2018,58.77
9/14/2018,58.63
9/17/2018,57.8
9/18/2018,58.06
9/19/2018,58.55
9/20/2018,59.34
9/21/2018,58.3
9/24/2018,58.67
9/25/2018,59.23
9/26/2018,59.02
9/27/2018,59.73
9/28/2018,59.67
10/1/2018,59.77
10/2/2018,60.01
10/3/2018,60.15
10/4/2018,58.41
10/5/2018,57.87
10/8/2018,57.45
10/9/2018,56.94
10/10/2018,54.06
10/11/2018,53.97
10/12/2018,55.5
10/15/2018,54.61
10/16/2018,56.06
10/17/2018,55.78
10/18/2018,54.4
10/19/2018,54.82
10/22/2018,55.06
10/23/2018,55.18
10/24/2018,52.54
10/25/2018,54.78
10/26/2018,53.57
10/29/2018,51
10/30/2018,51.81
10/31/2018,53.84
11/1/2018,53.5
11/2/2018,52.89
11/5/2018,52
11/6/2018,52.79
11/7/2018,54.67
11/8/2018,54.12
11/9/2018,53.31
11/12/2018,51.93
11/13/2018,51.8
11/14/2018,52.18
11/15/2018,53.24
11/16/2018,53.07
11/19/2018,51
11/20/2018,51.29
11/21/2018,51.88
11/23/2018,51.19
11/26/2018,52.43
11/27/2018,52.22
11/28/2018,54.31
11/29/2018,54.42
11/30/2018,54.72
12/3/2018,55.32
12/4/2018,52.54
12/6/2018,53.44
12/7/2018,51.83
12/10/2018,51.98
12/11/2018,52.59
12/12/2018,53.18
12/13/2018,53.1
12/14/2018,52.11
12/17/2018,50.83
12/18/2018,51.44
12/19/2018,51.15
12/20/2018,50.47
12/21/2018,48.98
12/24/2018,48.81
12/26/2018,51.97
12/27/2018,52.19
12/28/2018,51.85
12/31/2018,51.78
1/2/2019,52.29
1/3/2019,50.8
1/4/2019,53.54
1/7/2019,53.42
1/8/2019,53.81
1/9/2019,53.73
1/10/2019,53.52
1/11/2019,52.86
1/14/2019,52.23
1/15/2019,53.86
1/16/2019,54.05
1/17/2019,54.5
1/18/2019,54.91
1/22/2019,53.53
1/23/2019,53.78
1/24/2019,53.7
1/25/2019,54.55
1/28/2019,53.5
1/29/2019,53.03
1/30/2019,54.45
1/31/2019,55.82
2/1/2019,55.54
2/4/2019,56.64
2/5/2019,57.3
2/6/2019,55.76
2/7/2019,54.94
2/8/2019,54.75
2/11/2019,54.75
2/12/2019,56.07
2/13/2019,56.01
2/14/2019,56.08
2/15/2019,55.68
2/19/2019,55.93
2/20/2019,55.69
2/21/2019,54.85
2/22/2019,55.52
2/25/2019,55.47
2/26/2019,55.76
2/27/2019,55.8
2/28/2019,56
3/1/2019,57.05
3/4/2019,57.39
3/5/2019,58.1
3/6/2019,57.89
3/7/2019,57.17
3/8/2019,57.12
3/11/2019,58.79
3/12/2019,59.66
3/13/2019,59.67
3/14/2019,59.28
3/15/2019,59.22
3/18/2019,59.21
3/19/2019,59.94
3/20/2019,61.2
3/21/2019,61.58
3/22/2019,60.28
3/25/2019,59.65
3/26/2019,59.23
3/27/2019,58.65
3/28/2019,58.42
3/29/2019,58.67
4/1/2019,59.72
4/2/2019,60.02
4/3/2019,60.3
4/4/2019,60.75
4/5/2019,60.36
4/8/2019,60.19
4/9/2019,59.86
4/10/2019,60.11
4/11/2019,60.23
4/12/2019,60.89
4/15/2019,61.06
4/16/2019,61.36
4/17/2019,61.82
4/18/2019,61.82
4/22/2019,62.44
4/23/2019,63.23
4/24/2019,62.8
4/25/2019,63.17
4/26/2019,63.61
4/29/2019,64.38
4/30/2019,59.42
5/1/2019,58.4
5/2/2019,58.13
5/3/2019,59.27
5/6/2019,59.47
5/7/2019,58.71
5/8/2019,58.31
5/9/2019,58.12
5/10/2019,58.21
5/13/2019,56.6
5/14/2019,56.02
5/15/2019,58.21
5/16/2019,58.95
5/17/2019,58.12
5/20/2019,56.94
5/21/2019,57.48
5/22/2019,57.57
5/23/2019,57.04
5/24/2019,56.67
5/28/2019,56.71
5/29/2019,55.82
5/30/2019,55.9
5/31/2019,55.18
6/3/2019,51.81
6/4/2019,52.65
6/5/2019,52.11
6/6/2019,52.22
6/7/2019,53.3
6/10/2019,54.02
6/11/2019,53.94
6/12/2019,53.85
6/13/2019,54.44
6/14/2019,54.27
6/17/2019,54.63
6/18/2019,55.18
6/19/2019,55.12
6/20/2019,55.57
6/21/2019,56.09
6/24/2019,55.78
6/25/2019,54.32
6/26/2019,53.99
6/27/2019,53.8
6/28/2019,54.05
7/1/2019,54.9
7/2/2019,55.56
7/3/2019,56.08
7/5/2019,56.58
7/8/2019,55.82
7/9/2019,56.24
7/10/2019,57.02
7/11/2019,57.21
7/12/2019,57.25
7/15/2019,57.52
7/16/2019,57.68
7/17/2019,57.32
7/18/2019,57.32
7/19/2019,56.51
7/22/2019,56.9
7/23/2019,57.31
7/24/2019,56.89
7/25/2019,56.61
7/26/2019,62.52
7/29/2019,61.97
7/30/2019,61.26
7/31/2019,60.83
8/1/2019,60.45
8/2/2019,59.7
8/5/2019,57.62
8/6/2019,58.5
8/7/2019,58.7
8/8/2019,60.24
8/9/2019,59.4
8/12/2019,58.74
8/13/2019,59.86
8/14/2019,58.21
8/15/2019,58.36
8/16/2019,58.88
8/19/2019,59.92
8/20/2019,59.13
8/21/2019,59.56
8/22/2019,59.48
8/23/2019,57.56
8/26/2019,58.44
8/27/2019,58.39
8/28/2019,58.55
8/29/2019,59.64
8/30/2019,59.41
9/3/2019,58.42
9/4/2019,59.07
9/5/2019,60.57
9/6/2019,60.25
9/9/2019,60.22
9/10/2019,60.3
9/11/2019,61.01
9/12/2019,61.71
9/13/2019,61.98
9/16/2019,61.57
9/17/2019,61.46
9/18/2019,61.62
9/19/2019,61.94
9/20/2019,61.5
9/23/2019,61.7
9/24/2019,60.94
9/25/2019,62.33
9/26/2019,62.07
9/27/2019,61.25
9/30/2019,60.95
10/1/2019,60.26
10/2/2019,58.83
10/3/2019,59.39
10/4/2019,60.45
10/7/2019,60.38
10/8/2019,59.46
10/9/2019,60.12
10/10/2019,60.43
10/11/2019,60.77
10/14/2019,60.86
10/15/2019,62.15
10/16/2019,62.18
10/17/2019,62.65
10/18/2019,62.27
10/21/2019,62.31
10/22/2019,62.14
10/23/2019,62.96
10/24/2019,63.05
10/25/2019,63.26
10/28/2019,64.5
10/29/2019,63.13
10/30/2019,63.06
10/31/2019,63.01
11/1/2019,63.69
11/4/2019,64.57
11/5/2019,64.6
11/6/2019,64.59
11/7/2019,65.44
11/8/2019,65.57
11/11/2019,64.96
11/12/2019,64.94
11/13/2019,64.9
11/14/2019,65.57
11/15/2019,66.74
11/18/2019,66.04
11/19/2019,65.77
11/20/2019,65.15
11/21/2019,65.07
11/22/2019,64.77
11/25/2019,65.33
11/26/2019,65.68
11/27/2019,65.65
11/29/2019,65.25
12/2/2019,64.5
12/3/2019,64.76
12/4/2019,66.03
12/5/2019,66.41
12/6/2019,67.03
12/9/2019,67.18
12/10/2019,67.23
12/11/2019,67.25
12/12/2019,67.51
12/13/2019,67.39
12/16/2019,68.06
12/17/2019,67.76
12/18/2019,67.63
12/19/2019,67.8
12/20/2019,67.48
12/23/2019,67.44
12/24/2019,67.18
12/26/2019,68.02
12/27/2019,67.59
12/30/2019,66.81
12/31/2019,66.85
1/2/2020,68.37
1/3/2020,68.03
1/6/2020,69.71
1/7/2020,69.67
1/8/2020,70.22
1/9/2020,70.99
1/10/2020,71.49
1/13/2020,71.96
1/14/2020,71.54
1/15/2020,71.96
1/16/2020,72.58
1/17/2020,74.02
1/21/2020,74.22
1/22/2020,74.3
1/23/2020,74.33
1/24/2020,73.34
