Date,Close
1/2/2015,5.03
1/5/2015,4.95
1/6/2015,4.8
1/7/2015,4.78
1/8/2015,4.97
1/9/2015,4.99
1/12/2015,4.92
1/13/2015,4.91
1/14/2015,4.93
1/15/2015,4.9
1/16/2015,4.99
1/20/2015,5.01
1/21/2015,5.08
1/22/2015,5.16
1/23/2015,5.18
1/26/2015,5.15
1/27/2015,4.91
1/28/2015,4.83
1/29/2015,4.95
1/30/2015,4.8
2/2/2015,4.91
2/3/2015,5.03
2/4/2015,5.04
2/5/2015,5.12
2/6/2015,5.1
2/9/2015,5.1
2/10/2015,5.24
2/11/2015,5.2
2/12/2015,5.58
2/13/2015,5.58
2/17/2015,5.59
2/18/2015,5.53
2/19/2015,5.54
2/20/2015,5.58
2/23/2015,5.54
2/24/2015,5.58
2/25/2015,5.54
2/26/2015,5.55
2/27/2015,5.52
3/2/2015,5.65
3/3/2015,5.55
3/4/2015,5.61
3/5/2015,5.72
3/6/2015,5.64
3/9/2015,5.65
3/10/2015,5.75
3/11/2015,5.72
3/12/2015,5.67
3/13/2015,5.68
3/16/2015,5.74
3/17/2015,5.81
3/18/2015,5.72
3/19/2015,5.8
3/20/2015,5.87
3/23/2015,5.68
3/24/2015,5.6
3/25/2015,5.26
3/26/2015,5.24
3/27/2015,5.35
3/30/2015,5.37
3/31/2015,5.23
4/1/2015,5.25
4/2/2015,5.27
4/6/2015,5.42
4/7/2015,5.47
4/8/2015,5.51
4/9/2015,5.63
4/10/2015,5.69
4/13/2015,5.64
4/14/2015,5.59
4/15/2015,5.66
4/16/2015,5.62
4/17/2015,5.55
4/20/2015,5.52
4/21/2015,5.51
4/22/2015,5.58
4/23/2015,5.56
4/24/2015,5.51
4/27/2015,5.55
4/28/2015,5.58
4/29/2015,5.54
4/30/2015,5.55
5/1/2015,5.69
5/4/2015,5.65
5/5/2015,5.51
5/6/2015,5.53
5/7/2015,5.62
5/8/2015,5.21
5/11/2015,5.16
5/12/2015,5.21
5/13/2015,5.24
5/14/2015,5.32
5/15/2015,5.33
5/18/2015,5.32
5/19/2015,5.26
5/20/2015,5.26
5/21/2015,5.22
5/22/2015,5.22
5/26/2015,5.18
5/27/2015,5.46
5/28/2015,5.54
5/29/2015,5.53
6/1/2015,5.6
6/2/2015,5.48
6/3/2015,5.43
6/4/2015,5.52
6/5/2015,5.57
6/8/2015,5.44
6/9/2015,5.47
6/10/2015,5.37
6/11/2015,5.43
6/12/2015,5.28
6/15/2015,5.27
6/16/2015,5.33
6/17/2015,5.4
6/18/2015,5.49
6/19/2015,5.47
6/22/2015,5.44
6/23/2015,5.31
6/24/2015,5.25
6/25/2015,5.29
6/26/2015,5.19
6/29/2015,5.03
6/30/2015,5.03
7/1/2015,5.1
7/2/2015,5.11
7/6/2015,5.04
7/7/2015,4.95
7/8/2015,4.91
7/9/2015,4.85
7/10/2015,4.94
7/13/2015,4.97
7/14/2015,4.97
7/15/2015,4.94
7/16/2015,5.05
7/17/2015,5.02
7/20/2015,4.93
7/21/2015,4.95
7/22/2015,4.85
7/23/2015,4.91
7/24/2015,4.86
7/27/2015,4.83
7/28/2015,4.93
7/29/2015,4.99
7/30/2015,5.01
7/31/2015,4.99
8/3/2015,5.07
8/4/2015,5.09
8/5/2015,5.15
8/6/2015,5.11
8/7/2015,5.75
8/10/2015,5.95
8/11/2015,5.92
8/12/2015,5.93
8/13/2015,5.88
8/14/2015,5.89
8/17/2015,5.85
8/18/2015,5.77
8/19/2015,5.75
8/20/2015,5.54
8/21/2015,5.37
8/24/2015,5.18
8/25/2015,5.07
8/26/2015,5.45
8/27/2015,5.66
8/28/2015,5.68
8/31/2015,5.62
9/1/2015,5.39
9/2/2015,5.55
9/3/2015,5.57
9/4/2015,5.44
9/8/2015,5.67
9/9/2015,5.56
9/10/2015,5.65
9/11/2015,5.66
9/14/2015,5.67
9/15/2015,5.74
9/16/2015,5.78
9/17/2015,5.83
9/18/2015,5.82
9/21/2015,5.88
9/22/2015,5.72
9/23/2015,5.75
9/24/2015,5.86
9/25/2015,5.9
9/28/2015,5.83
9/29/2015,5.93
9/30/2015,6.16
10/1/2015,6.04
10/2/2015,6.2
10/5/2015,6.36
10/6/2015,6.44
10/7/2015,6.51
10/8/2015,6.54
10/9/2015,6.52
10/12/2015,6.59
10/13/2015,6.6
10/14/2015,6.84
10/15/2015,6.86
10/16/2015,6.97
10/19/2015,6.95
10/20/2015,6.94
10/21/2015,6.85
10/22/2015,7.1
10/23/2015,7.15
10/26/2015,7.12
10/27/2015,7.11
10/28/2015,7.17
10/29/2015,6.92
10/30/2015,7.09
11/2/2015,7.18
11/3/2015,7.13
11/4/2015,7.01
11/5/2015,6.93
11/6/2015,7.89
11/9/2015,7.85
11/10/2015,7.7
11/11/2015,7.63
11/12/2015,7.6
11/13/2015,7.45
11/16/2015,7.6
11/17/2015,7.6
11/18/2015,7.76
11/19/2015,7.78
11/20/2015,7.85
11/23/2015,7.73
11/24/2015,7.79
11/25/2015,7.78
11/27/2015,7.85
11/30/2015,7.93
12/1/2015,8.19
12/2/2015,8.13
12/3/2015,8.11
12/4/2015,8.44
12/7/2015,8.28
12/8/2015,8.39
12/9/2015,8.18
12/10/2015,8.24
12/11/2015,8.12
12/14/2015,8.14
12/15/2015,8.24
12/16/2015,8.29
12/17/2015,8.17
12/18/2015,8.04
12/21/2015,8.22
12/22/2015,8.23
12/23/2015,8.26
12/24/2015,8.29
12/28/2015,8.29
12/29/2015,8.42
12/30/2015,8.35
12/31/2015,8.24
1/4/2016,8.09
1/5/2016,8.22
1/6/2016,7.88
1/7/2016,7.57
1/8/2016,7.41
1/11/2016,7.42
1/12/2016,7.55
1/13/2016,7.32
1/14/2016,7.17
1/15/2016,6.78
1/19/2016,6.83
1/20/2016,6.87
1/21/2016,6.95
1/22/2016,7.11
1/25/2016,7.11
1/26/2016,7.18
1/27/2016,7.09
1/28/2016,7.01
1/29/2016,7.32
2/1/2016,7.33
2/2/2016,7.02
2/3/2016,7.05
2/4/2016,7.05
2/5/2016,6.61
2/8/2016,6.31
2/9/2016,6.37
2/10/2016,6.36
2/11/2016,6.33
2/12/2016,6.43
2/16/2016,6.75
2/17/2016,6.92
2/18/2016,7.51
2/19/2016,7.61
2/22/2016,7.88
2/23/2016,7.9
2/24/2016,7.96
2/25/2016,7.97
2/26/2016,7.92
2/29/2016,7.84
3/1/2016,8.19
3/2/2016,8.24
3/3/2016,8.16
3/4/2016,8.14
3/7/2016,8.09
3/8/2016,7.94
3/9/2016,7.93
3/10/2016,7.92
3/11/2016,8.06
3/14/2016,8.07
3/15/2016,8.04
3/16/2016,8.28
3/17/2016,8.21
3/18/2016,8.45
3/21/2016,8.48
3/22/2016,8.46
3/23/2016,8.61
3/24/2016,8.62
3/28/2016,8.71
3/29/2016,8.85
3/30/2016,8.94
3/31/2016,8.91
4/1/2016,9.04
4/4/2016,8.95
4/5/2016,8.94
4/6/2016,8.95
4/7/2016,8.86
4/8/2016,8.91
4/11/2016,8.97
4/12/2016,8.96
4/13/2016,9.19
4/14/2016,9.21
4/15/2016,9.28
4/18/2016,9.24
4/19/2016,9.08
4/20/2016,9.11
4/21/2016,9.1
4/22/2016,9.07
4/25/2016,9.11
4/26/2016,9.12
4/27/2016,9.33
4/28/2016,9.05
4/29/2016,8.88
5/2/2016,9
5/3/2016,8.89
5/4/2016,8.69
5/5/2016,8.74
5/6/2016,8.83
5/9/2016,8.82
5/10/2016,8.99
5/11/2016,9.02
5/12/2016,8.89
5/13/2016,10.25
5/16/2016,10.55
5/17/2016,10.57
5/18/2016,10.84
5/19/2016,10.89
5/20/2016,11.08
5/23/2016,11.1
5/24/2016,11.34
5/25/2016,11.29
5/26/2016,11.41
5/27/2016,11.48
5/31/2016,11.68
6/1/2016,11.7
6/2/2016,11.79
6/3/2016,11.62
6/6/2016,11.56
6/7/2016,11.58
6/8/2016,11.55
6/9/2016,11.85
6/10/2016,11.55
6/13/2016,11.7
6/14/2016,11.72
6/15/2016,11.84
6/16/2016,11.89
6/17/2016,11.68
6/20/2016,11.89
6/21/2016,11.82
6/22/2016,11.81
6/23/2016,12.12
6/24/2016,11.43
6/27/2016,11.31
6/28/2016,11.48
6/29/2016,11.66
6/30/2016,11.75
7/1/2016,11.67
7/5/2016,11.84
7/6/2016,11.91
7/7/2016,12.22
7/8/2016,12.71
7/11/2016,13.01
7/12/2016,13.2
7/13/2016,13.2
7/14/2016,13.33
7/15/2016,13.18
7/18/2016,13.24
7/19/2016,13.38
7/20/2016,13.56
7/21/2016,13.31
7/22/2016,13.67
7/25/2016,13.92
7/26/2016,14.16
7/27/2016,14.02
7/28/2016,14.05
7/29/2016,14.28
8/1/2016,14.18
8/2/2016,14.01
8/3/2016,14.05
8/4/2016,14.31
8/5/2016,14.55
8/8/2016,14.69
8/9/2016,14.72
8/10/2016,14.63
8/11/2016,14.93
8/12/2016,15.76
8/15/2016,15.75
8/16/2016,15.65
8/17/2016,15.29
8/18/2016,15.53
8/19/2016,15.57
8/22/2016,15.63
8/23/2016,15.73
8/24/2016,15.49
8/25/2016,15.38
8/26/2016,15.51
8/29/2016,15.5
8/30/2016,15.41
8/31/2016,15.34
9/1/2016,15.79
9/2/2016,15.63
