Date,Close
1/2/2015,53.91
1/5/2015,53.88
1/6/2015,53.04
1/7/2015,53.01
1/8/2015,53.66
1/9/2015,52.02
1/12/2015,49.58
1/13/2015,50.4
1/14/2015,49.41
1/15/2015,49.41
1/16/2015,49.81
1/20/2015,52.75
1/21/2015,53.67
1/22/2015,55.59
1/23/2015,55.69
1/26/2015,55.45
1/27/2015,52.7
1/28/2015,50.62
1/29/2015,52.24
1/30/2015,49.08
2/2/2015,48.72
2/3/2015,47.5
2/4/2015,49.46
2/5/2015,48.81
2/6/2015,48.15
2/9/2015,46.53
2/10/2015,48.05
2/11/2015,47.59
2/12/2015,47.88
2/13/2015,48.39
2/17/2015,48.01
2/18/2015,49.31
2/19/2015,49.78
2/20/2015,51.02
2/23/2015,51.31
2/24/2015,51.52
2/25/2015,49.73
2/26/2015,49.35
2/27/2015,47.9
3/2/2015,48.31
3/3/2015,48.77
3/4/2015,48.95
3/5/2015,48.4
3/6/2015,48
3/9/2015,47.92
3/10/2015,46.74
3/11/2015,47.39
3/12/2015,48.68
3/13/2015,49.22
3/16/2015,50.22
3/17/2015,53.69
3/18/2015,54.13
3/19/2015,55.19
3/20/2015,55.76
3/23/2015,54.4
3/24/2015,53.93
3/25/2015,52.01
3/26/2015,51.27
3/27/2015,52.66
3/30/2015,53.64
3/31/2015,52.78
4/1/2015,50.44
4/2/2015,49.18
4/6/2015,48.08
4/7/2015,47.5
4/8/2015,48.74
4/9/2015,47.84
4/10/2015,47.73
4/13/2015,47.79
4/14/2015,47.42
4/15/2015,47.75
4/16/2015,48.24
4/17/2015,48.19
4/20/2015,49.76
4/21/2015,51.36
4/22/2015,51.4
4/23/2015,51.45
4/24/2015,52.71
4/27/2015,51.87
4/28/2015,51.19
4/29/2015,48.88
4/30/2015,48.29
5/1/2015,49.39
5/4/2015,48.95
5/5/2015,47.01
5/6/2015,47.05
5/7/2015,49.06
5/8/2015,49.04
5/11/2015,49.65
5/12/2015,48.85
5/13/2015,48.49
5/14/2015,48.82
5/15/2015,48.67
5/18/2015,49
5/19/2015,47.85
5/20/2015,43.06
5/21/2015,42.47
5/22/2015,42.61
5/26/2015,41.56
5/27/2015,42.24
5/28/2015,41.97
5/29/2015,42.37
6/1/2015,44.18
6/2/2015,43.78
6/3/2015,43.13
6/4/2015,42.17
6/5/2015,41.72
6/8/2015,39.86
6/9/2015,40.33
6/10/2015,40.43
6/11/2015,40.02
6/12/2015,40.71
6/15/2015,40.07
6/16/2015,39.48
6/17/2015,39.88
6/18/2015,39.98
6/19/2015,41.56
6/22/2015,43.03
6/23/2015,42.73
6/24/2015,42.24
6/25/2015,42.24
6/26/2015,41.44
6/29/2015,39.75
6/30/2015,39.94
7/1/2015,38.8
7/2/2015,39.03
7/6/2015,39.73
7/7/2015,40.67
7/8/2015,39.31
7/9/2015,39.67
7/10/2015,41.21
7/13/2015,42.42
7/14/2015,42.06
7/15/2015,41.54
7/16/2015,41.39
7/17/2015,41.4
7/20/2015,40.55
7/21/2015,40.9
7/22/2015,41.43
7/23/2015,42.61
7/24/2015,39.63
7/27/2015,40.14
7/28/2015,41.17
7/29/2015,40.73
7/30/2015,40.27
7/31/2015,40.1
8/3/2015,41.71
8/4/2015,42.74
8/5/2015,42.96
8/6/2015,42.18
8/7/2015,41.49
8/10/2015,41.68
8/11/2015,42.7
8/12/2015,42.52
8/13/2015,42.67
8/14/2015,42.88
8/17/2015,43.95
8/18/2015,43.63
8/19/2015,43.53
8/20/2015,41.98
8/21/2015,39.75
8/24/2015,37.62
8/25/2015,37.5
8/26/2015,38.85
8/27/2015,39.03
8/28/2015,38.62
8/31/2015,38.98
9/1/2015,39.2
9/2/2015,41.51
9/3/2015,40.89
9/4/2015,40.6
9/8/2015,40.8
9/9/2015,41
9/10/2015,41.21
9/11/2015,42.15
9/14/2015,42.29
9/15/2015,42.64
9/16/2015,43.06
9/17/2015,43.99
9/18/2015,43.49
9/21/2015,43.23
9/22/2015,41.19
9/23/2015,41.24
9/24/2015,40.25
9/25/2015,40.24
9/28/2015,39.08
9/29/2015,39.18
9/30/2015,38.83
10/1/2015,39.2
10/2/2015,38.63
10/5/2015,40.19
10/6/2015,38.13
10/7/2015,39.31
10/8/2015,39.74
10/9/2015,42.42
10/12/2015,43.84
10/13/2015,43.41
10/14/2015,43.8
10/15/2015,44.46
10/16/2015,43.71
10/19/2015,44.45
10/20/2015,44.79
10/21/2015,44.31
10/22/2015,45.99
10/23/2015,45.67
10/26/2015,46.47
10/27/2015,46.46
10/28/2015,45.86
10/29/2015,45.86
10/30/2015,46.22
11/2/2015,46.47
